Timestamp,"Your Name (if you want, you can share)",Viva Date,Viva Proctor ID (the id which was sent to you in email for viva),Questions asked by the Viva examiner (Write in points),Any suggestions/tips to fellow students for this examiner?
12/1/2025 14:54:02,Riddhim,12/1/2025,mlp_level1_viva14_MLP_Viva,"As everyone before me said, The proctor really is a chill guy
my explaination of notebook went for a long time, so there was less time for questions
1. I explained most of his asked questions while explaining
2. asked about what to do if overfitting happens
3. if the correlation is high then will it affect the predictions

gave feedback and some tips for level 2",Just have good understanding of your notebook and explain confidently.
12/1/2025 15:10:39,,11/28/2025,,"(1) What do you mean by mean and standard deviation?
(2) Why we use both seaborn and matplotlib?
(3) Explain hyperparameter tuning.
(4) Differentiate between a parameter and a hyperparameter.
(5) Explain XG Boost and Knn.
(6) How do you performed imputation.
(7) How you  handled outliers.",
12/1/2025 15:25:11,,,level1_viva16,"1. He asked to give a walkthrough of the notebook and focused on explanation of EDA and feature engineering
2. Asked to explain each of the terms in hyperparameter tuning and cross questioned about that part only.",
12/1/2025 18:21:58,,12/1/2025,Level1_viva7,"He was good, listened to all explanation, after that asked some basic questions. Like
Which encoder you have used? 
Difference between OHE and Label encoder? 
Which scaller you have used? 
Did you used pipeline, how? ","Just prepare you notebook properly. Explain all the line of codes you used. Try to explain for 20 to 25 min, then you will get very less question to answer. "
12/1/2025 18:33:52,Antonay,12/1/2025,mlp_level1_viva2_MLP_Viva,"Level1_viva2 

Nice guy. Listened to everything calmly. I just spoke for 25 mins( need to accept I have fluttered in feature engineering). Gave few suggestions. Asked me to complete my explanation of notebook in 15 mins in L2.

Just asked me to add more graphs for model comparison",Complete your graph in 15 mins. Time matters. All the best and be the best.
12/1/2025 18:49:58,jyoti,12/1/2025,level1-viva18_mlp_proj,id card after that i started notebook explanation then he said show me the which data u have not used after that he said good job u can leave meeting overall chill proctor,just confident about ur code and also do explanation in deep so most probably they don't ask any question
12/2/2025 16:56:06,,12/2/2025,mlp_level1_viva3,"Explain the notebook 
Simple questions from imputation and encoding 
If you had more time what will you do how will you improve the score
","Spend maximum time explaining the notebook, he is a chill guy "
12/2/2025 17:46:45,gang_leader,12/2/2025,mlp_level1_viva9,"1. show your id.
2. present your notebook ( i took long time to present. explained theoritical details of the models i choose, feature engineering etc. basically i tried to explain everything so that there would be no need to ask any questions)
3. what is r2 score 
4. formula for r2 score
5.  best of luck for viva 2
6. do you want to ask anyting about viva 2
7. i asked about hyper parameter tuning since it was the onlypart of code that i had commented out. ( she said you can run your notebook and keep the output pasted in markdown. 
8. bye bye
",proctor is chill. Voice is calming. Though you can get another proctor who is male with same  id so no idea how proctor id works.
12/3/2025 12:20:21,Shrinidhi Kannan,12/3/2025,Level3_20,"No questions asked, I just explained the code end to end. He was happy with the overall explanation.","Be prepared, know your entire code and be confident, he was a cool person. Nothing to worry about."
12/3/2025 16:06:39,,12/3/2025,Mlp_level1_viva7,"1. What you have done for missing values
2. What you have done for encoding
3. Difference between label encoder and one hot encoder",He was chill. I took so much time in explaining code for questions not much time was left so he asked just 2-3 basic questions
12/3/2025 16:10:32,shabari,,mlp_level1_viva2_MLP_Viva,"1. Explain about yourself
2. What was the project about
3. What are the difficulties you faced while doing the project
4. How did you overcome
5. Explain about the models you used

You do the above all by sharing your notebook and explaining about the code you wrote","He was chill guy!, I explained as much as i can in the notebook. In 20min I was able to show only the EDA and feature engineering only. So in the last 5-10 min he himself said what are the models you used which gave you the answer, did you use pipeline and scaling options?

He said that is enough for Viva L1, for L2 it would be like OPPE. That is all"
12/3/2025 16:43:07,infinity(hin),12/3/2025,level3_20,"level 2

viva went super chill... - proctor is super chill.. - he would ask some questions related to your notebook - and that sit.

Be chill and give the viva, acha hi jayega.",just take a chill pill.. :))
12/3/2025 17:52:34,Antonay,12/3/2025,level3_20_MLP_Viva,"Looking like a kind person. Completed my explanation in 20 mins.

1)Asked me questions regarding date construction (feature engineering) which I had done in my notebook. 
2)Also I have explained parameters under my best model in my notebook. Asked for suggestions he said ok with things. 
3) Asked me what Timeseries based model I had in my hand for prediction. I said ARIMA.
4) How many models have been treated with HPT. I had done only one for the best model. For the remaining models, if you have you can do and can show, don't do it in last minute.","Also suggested me to use SARIMA. Luckily I had ARIMA in my hands. Run ARIMA freshly if you haven't tried it yet, provided you have an hour atleast"
12/3/2025 17:59:00,,,MLP Level 1 viva 3,"
1. Asked to explain notebook 
2. Asked me to code, fill missing values of latitude with median of latitude 

3.Gave me some suggestions.",
12/3/2025 18:42:07,sumit ,12/2/2025,level1_viva18,explain your notebook,"if you want , he don't ask any question, 
try to waste starting 5-10 minutes, for the next 20-25 minute just explain the whole notebook in detail. the examiner is chill, just explain very well  "
12/3/2025 19:50:59,Charmika,12/3/2025,mlp_level1_viva3,"1) show Id
2) present notebook (presented line by line for 25 mins)
3) why did you use this particular model?
4) what if you had to impute mode instead of median in simpleimputer, what changes would you make in your pipeline?
5) explain the process of how you imputed numerical values in the pipeline?
6) what would you have done differently if you had more time?
7) do you need any feedback or suggestions from my side? (gave feedback to learn in-depth of your notebook because level 2 proctors check if you have in-depth knowledge and asked to learn ml theory)","Just explain the notebook in detail (take more time). very sweet guy, waited patiently till I explained the whole notebook. Chill, you got one of those good examiners, ace your viva, be confident"
12/3/2025 20:30:59,Pruthvi Prasad S,12/1/2025,mlp_level1_viva7,"He's a super cool person! 
Asked me for ID verification
Then asked to explain Notebook
Didn't asked any question

At end he gave his suggestions where i can make improvements
That's it",Just make sure you know every cell code and overall Notebook
12/3/2025 21:37:08,Shreya,12/2/2025,mlp_level1_viva2,"First was the welcome to the mlp viva 
Asked for id, then introduction, what problems did u face in this project, what did u found, and brief summary about the process

Next was to explain the notebook
And then wirte the code for pipeline",very chill guy just explain code properly and give a look to api importing as well
12/3/2025 21:47:43,Saniya Naaz,12/3/2025,level1_viva1,"1. Explain the notebook.
2. How you handled missing value and what imputing technique.
3. What you used - gridsearchcv or randomizedsearchcv.
4. how many models you used.
5. how many EDA graphs.",She is cool. Explain the notebook and prepare the questiions i have written. thats it
12/4/2025 10:14:51,Manish kumar,12/3/2025,Level1_118,"1.Go through your notebook.(Which I explained briefly not line by line and it took me approx 8-10 min.) Try to take more time here then he will not ask much questions because time limit is 30 min for viva.
2. He asked me random questions from notebook as we have enough time left. 
3. Asked me about why I used only boosting models.
4. He then asked me a scenario question based on correlation. Say if two columns have 0 correlation, then will they be collinear or not?
5. He then asked me to show any histogram graph if present.
6. He asked what is bagging and boosting?
7. What are week learners?
8. Any preprocessing you did?

 ","I have many wrong answers but he was cool and also suggested some topics to look after viva, for viva 2 preparation."
12/4/2025 16:06:27,,12/3/2025,level1_viva14,"1)explain your notebook in detail
2)explain the models u have used
3)is ur model overfitted or underfitted, what are those and how did u tackle them
4)did u use grid cv search explain abt it
5)some hypothetical basic qns about scaling uses 
6) linear regression limitations","1) kill most of the time with explanation
2)be super confident, he is really a good and chill person
3)just point out all the section in ur code wrt rubrics..he marked me ""no"" for two rubric points though I had them in my notebook
4)might miss lot of ur points so be loud and repeat important points twice

"
12/4/2025 19:31:50,Anshu Sharma ,12/3/2025,Level3_20,"1 introduce yourself 
2. Open your notebook and explain 
3. Just give me some suggestions 
Very chill guy ",Just explain our notebook in very well way or bhai logo kuch n h project me sb ho jata h bs thoda sa effert Dal diya kro 
12/4/2025 19:35:08,Anshu Sharma ,12/1/2025,Level_1 viva2,"Introduce yourself 
Explain your notebook in breafly 
Write a pipeline code
Train a random forest model 
",Just practice to write code 
12/4/2025 22:26:02,,12/4/2025,Level 1 proctor 9,"Writing code
Importing folders
Imputers
Pipelines
R2 score
Models and types
Logarithmic conversions
Scalers",
12/5/2025 10:20:51,Ashmit ,12/4/2025,level1_viva18,"ID Card Verification 
Then immediately to the notebook. Asked me to go walk through the notebook 
At the end just asked what is TSCV, why I used it, what is the CV in TSCV, why can the dataset be considered a time series data, why do we do cross validation, and that's it. 
Super cool, he just listened throughout as I explained my notebook. ","Just know ur notebook thoroughly, and why have u approached the problem the way u have. He's super chill."
12/5/2025 12:18:56,manish,12/2/2025,mlp_level1_viva14,"very chill proctor
1. asked for notebook explanation
2. overfitting and underfitting
3. hypertuned parameter","no need to worry , just through your notebook properly"
12/5/2025 14:06:01,Aryan ,12/4/2025,mlp_level1_viva9,"Firstly she asked me to show my id card and then told me to start presenting my notebook. While I was presenting she didn't interrupt me. After the presentation she asked me to show my show and asked if this score is through ensemble learning then she proceeded with the questions.

1) What is learning rate? A higher or a lower learning rate is better and why ?
2) What is boosting? What is the algorithm of boosting?
3) What is gradient boosting?
4) what encoder have you used?
5) what scaler have you used?
6) have you used any pipeline? Why or why not?
7) from which library of sklearn you import r2_score, Onehotencoder and xgboost 

The viva was only of 12 mins and she didn't ask me to code anything ","Explain the notebook very thoroughly 
The main focus should be on the eda, preprocessing and hyper parameter tunning part.
Know you graphs and their insights "
12/5/2025 16:16:13,,,level2_123_MLP_Viva,"1. Explain about the project, what you did and how you achieved your cut-off score. In between I will keep asking questions about the approach.
2. What have you done in EDA
3. Why have you used Box plot ?
4. What are the different hyper parameters used in RF and why? why not these ?
5. What is the difference between XGB and RF what is the result ?
6. What are the different hyper parameters used in ARIMA","She was chill, kept asking questions when she had doubts. 
It was a 1-hour call, I spoke about my code and notebook for the whole 1hr and in between, there were questions purely based on notebooks and nothing else.
They check for the sequence of flow, how you arrived here, why you use these feature engineering when you have done EDA for this stuff. How did this result in the models?"
12/5/2025 17:50:26,Daiwik,12/2/2025,mlp_level1_viva18_MLP_Viva ,"He is very chill guy simple question like about 1. what you have shown in graph, 
2. skewness about target variable, 
3. Some detail about EDA. 
4. It's important to do hpt he ask to show the code ok.
5. Ask to show pipeline",Make sure to do deep knowledge of EDA
12/5/2025 19:52:30,,12/5/2025,Level 1 110,"A lot of questions digging into the basic understanding of ML and everything - even eigen vectors, PCA, etc. Do not leave any room for error. ","Prepare concepts really well like dimensionality reduction, regularization etc"
12/6/2025 11:44:17,Shibla Nasreen P,12/5/2025,level3_20_MLP_Viva ,"It was my level 2 , chill proctor , he was listening patiently through out my presentation, and asked one question only at the end of my presentation on hyper parameter tuning , after answering it he give one suggestion, thats all .","Be prepared with your notebook and present it well, no need of any tension about viva. assure that you know your project perfectly. All the best guys "
12/6/2025 20:29:11,SS ,12/6/2025,Level1_110,"1. Talked a bit about myself and my degree, knowledge, work, CG, score.
2. Explained the notebook.
3. Bagging-Boosting 
....i) Overfitting-Underfitting
....ii) Bias-Variance
4. Detailed dive into Overfitting - techniques to reduce it
....i) Bagging
....ii) Increase Regularisation 
....iii) Decrease Complexity
5. Difference between SGD and GD
6. KNN - (at what kind of values, there is overfitting and there is underfitting)
7. Difference between metric and loss.
8. Understanding of Lag and Rolling.
9. Measure to take when preprocessing and EDA is done, yet no. of features is too high -> Dimensionality Reduction is the answer.","1. Amazing proctor, don't be scared by this huge question list. It was him helping me in every step of the question, and giving suggestions on measures we take to handle such problems.
2. Got proper help and hints, when got stuck; also encouraged and pushed me towards the answer in every step.
3. Will also help you ease out when you seem too scared by joking a bit."
12/7/2025 7:58:05,Shravani,12/4/2025,mlp_level1_viva18_MLP_Viva,"Asked me to go through the nb
was silent the entire time 
then asked me one question
""why did you use rolling mean""
then I answered
then left",Be prepared with your own notebook. You must know the reasons and concept behind every code.
12/7/2025 20:11:31,,12/7/2025,Level3_28,"1. Academic Background 
2. Explain Problem Statement and Datasets
3. Explain entire notebook
4. Insights from graphs
5. Correlation
6. What models have built
7. Model Comparison
8. Asked basic questions in b/w about why the following piece of code was written
9. Asked if I have a plot for model comparison
Did not ask anything beyond my notebook
(Definitions etc)","Really sweet proctor
Be thorough in your explanation
Good graphs might impress her
Note down ur insights from eda"
12/7/2025 21:30:34,Someone who got cooked,12/7/2025,level2_81,"Didn't let me finish my notebook at all
Stopped me at EDA before I joined the tables
Asked for Top 3 insights for the owner of the theater which will help to improve sales
How does lagging and rolling features help in your dataset
How have you implemented lagging and rolling features
What are Backward Fill, Forward Fill in imputation
What encoding have you done, explain
Difference between Label Encoder and One Hot Encoder
Standard Scaler vs Minmax Scaler
L1 vs L2 Regularization
Bagging vs Boosting
Architectural difference between XGBoost and LightGBM
How does RFE work ?
Implement RFE on breast cancer dataset to get 2 features",Beware whoever is planning to explain the entire notebook for 30-40 mins for this proctor
12/8/2025 17:34:27,,,Level3_20,"Explain the notebook 
No of models I have hyperparameter tuned.
To show the leaderboard score 
Gave feedback to use some more features in training. ",Very nice person. 
12/8/2025 22:33:38,A friend ,12/4/2025,mlp_level1_viva9,"Show your id 
Explain notebook
Asked to explain the parameters used for hyper parameter tuning.
","Very nice mam.
Just present your notebook well and know the basics.
All the best !!"
12/9/2025 12:07:39,,12/2/2025,mlp_level1_viva2_MLP_Viva,"Level 1
Asked for id, then introduction, 
what problems did u face in this project, what did u found, and brief summary about the process

Next was to explain the notebook, don't explain the whole code line by line, just what I have done code by code and that's it ",
12/9/2025 12:11:42,,12/9/2025,level3_20_MLP_Viva,"Explain the notebook
Gave recommendations 
And asked if you have any questions to ask  ",
12/9/2025 19:55:09,User,12/9/2025,mlp_level1_viva18_MLP_Viva,"1) He just asked me to explain my NB.
2) In between he stopped and asked 2-3 questions from what i had already explained.
3) After answering, i continued to explain my NB and at the end he appreciated by saying ""you did a good job"".",Proctor was really cool and patient. Know your code well that is all he is expecting.
12/9/2025 21:54:43,nope,12/9/2025,Mlp_level1_viva2,Nothing..just asked me to explain the notebook. Thats it.,He is a chill proctor. Very Chill
12/9/2025 21:56:41,,12/9/2025,level2_74,"1. What is preprocessing? What are the steps used in Preprocessing?
2. What are hyperparmeter used for? And types. And difference between them.
3. Asked about Dimensionality reduction.
4. What models you have used?
5. How tree based models work?
6. What is the objective of the project?
7. What is learning rate?
8. How did you choose the parameters for hyperparmeter tunning?
9. Explain what you have done in the project means how you have approached the steps.
10. What is feature scaling? Why it is used?",Prepare fundamentals used in codes. And he's very chill listening everything.
12/10/2025 1:39:58,Rithik,12/9/2025,mlp_level1_viva18,"How to improve model performance ( hyperparameter tuning ) 
Asked to show hyperparameter tuning implementation ","he's pretty chill, just go through your notebook properly and make sure you know why you have used the methods / EDA etc in the notebook."
12/10/2025 10:34:11,Shoyo,12/9/2025,level1_viva9,"r square definition
code a basic pipeline
explain the entire notebook
boosting
very sweet proctor, in the end told that i did weell and wished me best luck for level 2 ","Be prepared to code basic pipeline, beware of hte required improts dont mess up over there ."
12/10/2025 11:46:16,,12/9/2025,level1_viva3,"Viva L1
1. Show your ID
2. Explain your notebook
3. At the asked me to change numeric simple imputer from median to mode he used mode specifically you just have to write 'most frequent' only one word of code change ","Very friendly and chill guy, he will ask 1 or 2 simple theoretical questions, just explain your notebook in detail with proper justification "
12/10/2025 12:00:35,,12/9/2025,Level1_18,"1.What Preprocessing you have done in your note book
2. Which models you used in your notebook ",Very cill guy silent whole time.
12/10/2025 19:53:21,Charmika,12/10/2025,level2_74,"1) what is data preprocessing and why is it used?
2) what is feature scaling and why is it used?
3) what is hyperparameter tuning and why is it used?
4) start demo
5) what is the objective of this project?
6) what models did you use? why did they work well?
7) what is learning rate? why learning rate is 0.05(I used 0.05)
8) what is random_state 42? why particularly 42?
9) Does your dataset have outliers? how did you know?","Chill proctor, asks the same questions over and over again so just learn the questions in the sheet, and get ready to yap non-stop"
12/10/2025 21:56:42,Aryan Jha,12/10/2025,level1_110_MLP_Viva,"Firstly he asked me to explain my notebook. After I completed my explanation he asked my rank and my score. After that he told me to show the features i selected and went into feature correlation matrix:
1) told me show my feature correlation matrix and ask me how do you read this matrix, and pointed out some features and gave few suggestions then asked me what you do when there is strong correlation between features, asked about multicollinearity and what should we do .
2) went to my other visualization and told me to explain. It was a histogram.
3) what are methods to find outlier?
4) what is bagging and boosting? How nodes are getting created in bagging and boosting?
5) why Random Forest tends to overfit often? 
6) how to overcome overfitting and under fitting?
7) How the root node is getting selected in random forest?
8) bagging increases or decreases variance. Same  question for boosting.
9) why linear regression is effected by outliers.
10) what is knn
11) why knn is called lazy learner 
12) what is PCA?
13) Types of PCA 
14) which regularization will you use to select features?
15) what metrics have you used? I answered rmse asked me to explain rmse ?
16) Why r2_score is not used what is r2_score and difference between r2_score and rmse
17) models you have used?
18) What is n estimater
19) what do we do hyper parameter tunning 
20) what is mse and mae
21) Suppose you're creating linear regression in svr what will be your approach?
22) if a dataset has 200 features, which model will you use for training and what will be your approach 
23) What is RandomzedsearchCv and Gridsearch CV and difference between them?
24)  What is Standardization and Normalisation?
25) Anything you want to Discuss  and then we  had a chat for 4-5 mins
And told me you performed well just try to give more lengthy answer instead of Short. 

Thats all, I might have missed 2-3 questions ","He's very sweet and supportive it more like you're discussing with him.
He's supportive but he asks many questions so your theory should be top notch."
12/11/2025 19:40:15,,11/12/2025,Level1_92,"Show app
Change a query using filter
What’s the difference between authentication and authorisation ",
12/12/2025 12:23:22,sumit,12/11/2025, level1_110 (Viva2),"1.give your introduction
2.explain your notebook
show, the correlation between lag features, (i did not have that)
3.what are methods to find outlier?
4.what is bagging and boosting? How nodes are getting created in bagging and boosting?
5. How the root node is getting selected
6. what is  overfitting and under fitting?
7.what is regularization
8. how tree based model works","i explained the notebook 45 minutes, 
so he asked less questions, he is very nice guy  "
12/12/2025 20:33:14,Vedant Goyal ,12/2/2025,Level2_123,"Explaine whole notebook 
Ask about under fitting and overfitting 
Null values how to handle and what happened if we not
Outliers how to handle and what happened if we not","She is very nice proctor , keeps her camera open, and asks questions if you stop while explaining "
12/14/2025 10:34:23,Vishunu ,12/10/2025,Leve1_viva3,"coz i lied that i did scaling of num feat he asked me to change the imputation of missing values from median to mean for missing values (i told when formatting ig scaling of num var i  might hv deleted hes like u dont need for tree based algm to scale and encode )
what internet resources u used
if u had more time what wud u do 
be honest but dont tell i used ai or took help from students just say i saw some yt videos and took suggestions from ta n all 
","super chill just explain in detail/brief to avoid any theory ques but be really honest abt what u have implemented and also for me like i said i didnt use one hot encode coz it wud create 2 many vars n so i went with diff approach, so i wud say its best while explaining ur nb explain y u took this kind of approach instead of smth else like the eg above i did say for many other parts asw so then u wud avoid being questioned even more i feel
ask for his suggestions asw so then hell know ur intrested and will give good remarks and score and what he thinks abt ur project .   be really honest with what u hv done in ur code coz he checks those stuff "
12/14/2025 16:49:33,,12/13/2025,Level3_2 ,"1. Statement of project problem 
2. All formulas Std., R square, RMSE, SMAPE etc. with i calculated in my notebook.
3. Name of models and everything about model 
4. Why I do this strategy why others not etc
5. In conclusion he asked everything one by one in my notebook ","Learn all formulas, and able to explain whole notebook in simple words "
12/14/2025 19:11:24,,12/14/2025,Level3_28,"1. Asked about academic background
2. Explain your notebook
3. Focussed on EDA and model Building
4. Asked me to show the graphs
5. Asked about PCA","Be thorough with your notebook. If you this examiner, then you should definitely focus on the graphs - bar charts, heat map, etc for the  dataset. Also make sure you performed PCA as well. Train a good number of models. She did not ask anything beyond my notebook. "
12/14/2025 19:20:52,Geeth,12/11/2025,lvl1_110,"Asks for your intro 
Asked to explain notebook without interrupting, I took 18 mins to explain notebook 
Then started asking questions on EDA
Why did I use log transformation, how is target skewed, how is log helping your model
If he gives you a dataset with many features how will you process that dataset, this lead to PCA, any other method other than eda for dimensionality reduction? Asked about pca in detail including formulas
Bagging and boosting, then slowly goes in detail
About metric I chose, which is more robust RMSE and R2, why didn’t you use other metrics
What is KNN? how does changing k affect
I don’t remember anything else

Overall viva went on for 48 mins","If you can explain notebook for long time you are good to go, Will ask you basics (once go through this speadsheet for prep) no coding needed"
12/15/2025 2:16:23,,12/14/2025,Level 2 123,"Same question repeated.
New question What is standard deviations 
What is hyparrparameter tuning","Chill proctor chk all the questions in the sheet that she asked by using a filter and u are done.
Did not even bother to see what I m doing in my project."
12/15/2025 15:43:30,Nithin,12/15/2025,level3_20,"Viva 2
1. Explain notebook 
2. What time series model u used
3. What more u could have done
4. No coding or theory questions 
5. Over in 10mins","Just learn ur notebook, learn what ur model does , also learn some theory just in case!."
12/17/2025 17:43:06,Vishunu,12/16/2025,Level2_123,"Some of them were from the sheet
And some some related to the nb like
What does mean median represent
Same for r2 score 
Then what'll happen if there r null values 
Ig some were on the scaling like y did u import std scaler and the label encoder 
Some were on the model building and ig in the feature engg part 
Data leakage 
I'm really sorry but I don't remember much coz she asked a hell lotta questions

","Know ur nb 
Be confident 
She is uper chill 
And choose a late time spot coz then she'll close of the viva early 

Continuously explain to avoid extra questions and also while doing so state y u took this approach and not others 
But still ig she cut me off here n there to ask few questions

If u gonna explain very in depth reasons she might ask a question on that coz I had said that train test split and I said it avoids data leakage so she asked me what that is "
1/6/2026 0:10:51,,,,,
3/18/2026 14:17:36,PJ,3/18/2026,level1_viva4,"Viva Level 1
1. Started with Id and intro , then we talked about the notebook
2. asked to show EDA, explain it, cross questioned like is it possible to print the numbers in the correlation matrix , (yes : anott=True) , I explained EDA twice.
3. Next he skipped the math behind the transformers and imputers but asked a lot about what specific attributes/parameters I used did.
4. Then explained All the models I used and what all I did , he asked random questions like Gridsearch vs RandomCV , log_loss vs hinge , causality vs correlation , if instead of 5000 we had 200 features would it be better , how does correlation between features help?.
5. Finally asked me to show the comparisions and explained what all it meant.","Be prepared with your notebook , Ideally if u keep on talking about it confidently they don't cross question that much. If you pause or take a break , they start questioning. Best of luck"
3/18/2026 16:08:04,Kavisha,3/18/2026,level 1_118,"It was level-1 viva
He asked to show student ID.
Then he asked to explain the notebook in 20 minutes.
Then asked 1 theory and 1 coding question:
1. Load iris dataset in colab.
2. Which one is faster? GridSearchCV or RandomizedSearchCV?

Then gave suggestions for level 2 (prepare theory well) and wrapped up.",He is cool. If you can't answer smthn you can say he will ask something else. 
3/19/2026 10:45:51,,3/19/2026,level1_118,"LEVEL 1
- asked for id card
- 20 min to explain notebook and design choices
- why not accuracy? why did you not choose accuracy if it wasnt a scoring metric
- formula of f1 score
- is equal weightage given to recall and precision in f1 score?
- why f1 macro, why not others
- which of the models that you trained are parametric, what are the parameters?
- coding question: load the iris dataset, shape of feature matrix and target variable, datatype of the feature matrix","be confident, explain the thought process. The examiner is very friendly. He will give tips for l2 as well. Be thoroughly prepared with the theory of the models and focus on EDA"
3/20/2026 12:24:40,kajukatli,3/20/2026,level1_116,"1. Explain notebook(in 5 mins he said, i took 10, regardless). 
2. show hyperparameter tuning, show preprocessing pipeline
3. then 3 coding questions: show labels in dataset and frequency of each label
4. impute gender column using simpleimputer ,strategy=most_frequent
5. find no. of null values across all colums in dataset
Note: no theory questions asked. Nice proctor, doesn't talk much.","Be calm, present your notebook properly. Doesn't focus much on theory, gives small coding tasks"
3/20/2026 14:26:40,Saheel D,3/20/2026,level1_118,"Level 1 examiner for me.

- First asked to show ID card(virtual is fine) for verification purposes. 
- Told me I have 25 minutes to explain my notebook and everything I have done
- Did not interject in between to say anything until the end.
- Suggested improvments on the current code(for getting a higher score) 
- Discussed a bit about how all the code should be present in a single notebook and I shouldn't have kept using a different notebook for the ""final"" approach.
- Asked a coding question which was to load the iris dataset and show the feature matrix. 
- Suggested topics to study for L2 Viva","Generally, this examiner is quite kind. Granted, that does not mean they will give you a free pass but just be confident in your work and explain what you've done.

If you don't know anything, just be honest and say that you aren't aware of it. Don't pretend to know something or it will look worse."
3/20/2026 16:15:38,,3/20/2026,mlp_level1_viva3,"> You have 10-15 mins explain your notebook
> Where did you do encoding
> Where did you do imputation
> Show me your kaggle competition submissions
> Import California Housing Dataset and perform 80 20 test train split, you can use documentation but not llm","Straight forward guy, no bs"
3/20/2026 16:22:05,,,level_1_118,"This is for level 1 viva.
1. First, show ID card (online)
2. Then, explain the notebook in 20/25 minutes (data loading, EDA, Feature Engg, ML models, HPT and final analysis)
3. Asked what column transformers are
4. Asked to open a collab notebook and load iris dataset and show shape",1. Very friendly. Explain your notebook well for 20-25 minutes 
3/20/2026 17:33:16,Sivasankar S,3/20/2026,level1_118,"If you got 118 proctor your lucky. 

Explain your notebook as much detail as possible. I took 20 mins to explain.

Here it self i explained the EDA, Pipeline, assumptions, what model,  how it works,  what was the result and the interpretation. Same for hyperpameter tuning explain all parameter what will be the impact of each of them, then explain the best parameter and what is your observation. I had 3 models and I have did Hyperparameter tunning for 2 Models. 

After this he asked me 2 questions (last 10 Mins)

1. Regarding my pipeline structure 
2. Load iris dataset",Practise Iris dataset very important. Understand your notebook very well. 
3/20/2026 18:30:05,Monika,3/19/2026,MLP_Level 1 ( mlp_level1_viva4),"1. Show ID card 
2. Introduce yourself and project
3. Start explaining your notebook
While I was explaining, he asked questions in-between:
4. what is n-gram range? Unigram? Bigram? 
5. what it will be called if n_gram range is set to 8 or 11 or any other number?
6. random forest n_estimators = 100 why? what if i set it to 2000?
7. Hyperparameter tuning: How many fits will your model make based on the parameters you have set? how do you confirm that?
8. why you did or didn't do encoding and pipeline?
9. Which is your best model and why do you say so?","Know your notebook thoroughly. Keep your notebook self-explanatory as much as possible. so that when they ask you questions, you can directly go there and show them, or you can say by referring them too."
3/20/2026 19:32:50,No one,3/19/2026,Lvl1_viva2,Mostly questions are from sklearn api and to write code without using documentation of logistics regression ,Explain ur notebook throughly
3/20/2026 19:34:21,,3/20/2026,mlp_level1_viva3,"1. Asked to show ID card
2. Gave me around 15-20 minutes to explain the notebook
3. Asked to write the code for filling the categorical column with mode for each feature
4. Asked if I had more time what else would I have implemented in the project?
That's all",Know your theory and explain your notebook well. That would make up for the most of Level 1. The proctor was helpful and gave nice feedbacks and how to improve more too. Good luck!
3/20/2026 21:38:01,,,,,
3/21/2026 11:17:35,Abhinav,3/19/2026,Level1_118,"It was my level 1 viva
Instructions Given by Proctor:

Proctor explained the full workflow. He told that i got 20-minutes to complete identity verification and explain complete notebook then in last 10 minutes we will have questions 

Key Events During Viva:

After verification, I presented my entire notebook. In between he didn't stopped me anywhere he just silently listen till end.

Then In Q&A, proctor only asked: ""Why did I use MLPClassifier()?""

Proctor then instructed: Open Google Colab, load Iris dataset, display data structure, and separate features from target variable.",He is very chill proctor as you can see other student experience also. I am glad he took my viva.
3/21/2026 12:15:10,Parth Jayanandan,3/21/2026,level3_28,"1. Asked about me and my academic backkground
2. Asked to explain the problem , then we talked about NLP and semantic analysis for 5-10 minutes.
3. Asked me to open the book and talk about everything I did, I started explaining my ideas about tfidf and their limitations and how I haf built the code . 
4. After EDA/feature engineering/preprocessing , skipped the models and went to final results , showed my accuracy and kaggle scores, explained how F1 scoring works and interview done.
Sweet lady , just asked me to talk about everything I had done , we talked aout out of syllabus ideas and concepts but she did not ask questions or test my knowledge in that area . She did not once interrupt me or even ask a single question (techincal question)","Honestly if you know your material , have your insights and explain your workflow as a continuous story it's fine. Just know your book , understand ur graphs, plot a few extra if possible and be confident while talking."
3/21/2026 14:29:49,Valar Morghulis,3/21/2026,level1_viva9,"1. Notebook walkthrough
2. create a pipeline with as many steps as you want
3. explain the working of logistic regression model",
3/21/2026 15:09:19,,3/21/2026,mlp_level1_viva9,"1) show id card
2) explain the notebook code briefly in 5 mins. i did in a bit more detail tho, took 10-15mins.
3) coding question, build a simple pipeline similar to the one you have currently.
4) this is a classification task, why have you used logistic ""regression""
that's all, she said I did well.","Know your code well, and know how to code on your own"
3/21/2026 17:22:06,Meet,3/21/2026,level1_118,"1. Explained the workflow and gave me 20 mins for id verification and notebook explanation
2.Did not interupt me while i was explaining 
3.Explained the mistakes in my code and was very supportive in that
4.Thoroughly examined EDA and majority questions were from EDA part 
5.Asked me to explain the graphs
6.Told to Load breast cancer data(gave hints how to load however did not allow me to use documentation) and plot the target names in that
7.Asked about the output of fit_transform method and how can we convert that output to pandas(set_output(transform='pandas')) tested whether i knew it or not ","Very chill guy and very brainy jus know your notebook from word to word and what it does especially the visualization part,one wrong answer and you're cooked jus tell him what you know or dont know he is very supportive throughout the viva "
